0.000000e+00;4.211015e-02
7.789763e-10;4.217812e-02
1.557953e-09;3.728507e-02
2.336929e-09;3.508481e-02
3.115905e-09;3.857474e-02
3.894882e-09;4.112437e-02
4.673858e-09;4.229755e-02
5.452834e-09;4.463071e-02
6.231811e-09;4.373885e-02
7.010787e-09;3.887336e-02
7.789764e-09;3.211341e-02
8.568739e-09;3.246124e-02
9.347715e-09;3.742143e-02
1.012669e-08;3.758460e-02
1.090567e-08;3.284879e-02
1.168465e-08;2.964888e-02
1.246362e-08;2.718137e-02
1.324260e-08;3.038152e-02
1.402157e-08;3.678001e-02
1.480055e-08;4.006471e-02
1.557953e-08;4.328496e-02
1.635850e-08;4.476131e-02
1.713748e-08;4.316711e-02
1.791646e-08;3.724749e-02
1.869543e-08;3.098606e-02
1.947441e-08;2.405578e-02
2.025338e-08;2.111622e-02
2.103236e-08;2.341707e-02
2.181134e-08;2.645296e-02
2.259031e-08;3.150307e-02
2.336929e-08;3.857667e-02
2.414827e-08;4.227552e-02
2.492724e-08;3.848336e-02
2.570622e-08;3.454683e-02
2.648519e-08;3.989374e-02
2.726417e-08;4.360776e-02
2.804315e-08;3.995708e-02
2.882212e-08;3.328750e-02
2.960110e-08;3.032327e-02
3.038008e-08;2.833372e-02
3.115905e-08;2.524330e-02
3.193803e-08;2.574199e-02
3.271700e-08;3.097528e-02
3.349598e-08;3.395707e-02
3.427496e-08;3.232662e-02
3.505393e-08;3.032717e-02
3.583291e-08;2.620514e-02
3.661189e-08;2.300391e-02
3.739086e-08;2.537681e-02
3.816984e-08;3.053682e-02
3.894882e-08;3.367827e-02
3.972779e-08;3.718877e-02
4.050677e-08;3.713889e-02
4.128574e-08;3.408220e-02
4.206472e-08;3.373200e-02
4.284370e-08;3.548136e-02
4.362267e-08;3.955600e-02
4.440165e-08;4.906741e-02
4.518063e-08;7.637226e-02
4.595960e-08;1.454619e-01
4.673858e-08;2.511252e-01
4.751756e-08;3.385922e-01
4.829653e-08;3.819889e-01
4.907551e-08;4.033722e-01
4.985448e-08;4.122986e-01
5.063346e-08;4.200402e-01
5.141244e-08;4.376446e-01
5.219141e-08;4.466437e-01
5.297039e-08;4.447889e-01
5.374937e-08;4.534102e-01
5.452834e-08;4.530182e-01
5.530732e-08;4.426131e-01
5.608630e-08;4.366461e-01
5.686527e-08;4.386944e-01
5.764425e-08;4.418065e-01
5.842323e-08;4.347061e-01
5.920220e-08;4.160996e-01
5.998118e-08;3.975662e-01
6.076015e-08;4.096259e-01
6.153913e-08;4.357637e-01
6.231811e-08;4.346734e-01
6.309708e-08;4.300292e-01
6.387606e-08;4.384926e-01
6.465503e-08;4.234501e-01
6.543401e-08;3.975596e-01
6.621299e-08;3.878156e-01
6.699197e-08;3.796930e-01
6.777094e-08;3.611470e-01
6.854992e-08;3.502704e-01
6.932889e-08;3.623315e-01
7.010787e-08;3.689685e-01
7.088685e-08;3.692100e-01
7.166582e-08;3.689342e-01
7.244480e-08;3.813166e-01
7.322377e-08;4.001383e-01
7.400275e-08;4.037278e-01
7.478172e-08;4.052441e-01
7.556071e-08;4.083320e-01
7.633968e-08;4.018039e-01
7.711866e-08;3.909266e-01
7.789763e-08;3.843200e-01
7.867661e-08;3.827902e-01
7.945559e-08;3.716536e-01
8.023456e-08;3.534475e-01
8.101354e-08;3.414713e-01
8.179251e-08;3.392082e-01
8.257149e-08;3.441932e-01
8.335046e-08;3.261636e-01
8.412945e-08;2.902189e-01
8.490842e-08;2.835792e-01
8.568740e-08;3.037313e-01
8.646637e-08;3.122100e-01
8.724535e-08;3.196764e-01
8.802432e-08;3.372143e-01
8.880330e-08;3.407099e-01
8.958228e-08;3.335119e-01
9.036125e-08;3.326954e-01
9.114023e-08;3.386606e-01
9.191920e-08;3.383908e-01
9.269818e-08;3.307314e-01
9.347716e-08;3.272648e-01
9.425614e-08;3.289528e-01
9.503511e-08;3.239174e-01
9.581409e-08;3.230631e-01
9.659306e-08;3.278110e-01
9.737204e-08;3.321588e-01
9.815102e-08;3.287399e-01
9.892999e-08;3.180695e-01
9.970897e-08;3.142688e-01
1.004879e-07;3.187544e-01
1.012669e-07;3.085196e-01
1.020459e-07;2.872334e-01
1.028249e-07;2.794071e-01
1.036039e-07;2.951111e-01
1.043828e-07;3.089863e-01
1.051618e-07;3.015000e-01
1.059408e-07;3.002334e-01
1.067198e-07;3.174101e-01
1.074987e-07;3.274377e-01
1.082777e-07;3.149910e-01
1.090567e-07;3.056040e-01
1.098357e-07;3.056569e-01
1.106146e-07;2.946156e-01
1.113936e-07;2.951798e-01
1.121726e-07;2.961259e-01
1.129516e-07;2.805648e-01
1.137305e-07;2.732456e-01
1.145095e-07;2.845618e-01
1.152885e-07;3.096847e-01
1.160675e-07;3.142508e-01
1.168465e-07;2.990320e-01
1.176254e-07;2.813946e-01
