NKChart
X of n [Wavelength (nm)],n - n,X of k [Wavelength (nm)],k - k,X of nodes [Wavelength (nm)],nodes - k
1698.83403747961,1.46682757925591,1698.83403747961,0.28855151477373,,
1695.39684472051,1.46818075729804,1695.39684472051,0.287038344609996,,
1691.9596519614,1.46953545612744,1691.9596519614,0.285531586256945,,
1688.52245920229,1.47089164615879,1688.52245920229,0.284031238404237,,
1685.08526644319,1.47224929798145,1685.08526644319,0.282537299555521,,
1681.64807368408,1.47360838235944,1681.64807368408,0.281049768031688,,
1678.21088092498,1.47496887023485,1678.21088092498,0.27956864197343,,
1674.77368816587,1.47633073272669,1674.77368816587,0.278093919344688,,
1671.33649540676,1.47769394113464,1671.33649540676,0.276625597935118,,
1667.89930264766,1.4790584669397,1667.89930264766,0.275163675363179,,
1664.46210988855,1.48042428180514,1664.46210988855,0.273708149079099,,
1661.02491712944,1.48179135757851,1661.02491712944,0.272259016367687,,
1657.58772437034,1.48315966629206,1657.58772437034,0.270816274351375,,
1654.15053161123,1.48452918016462,1654.15053161123,0.269379919993012,,
1650.71333885212,1.48589987160322,1650.71333885212,0.267949950098674,,
1647.27614609302,1.48727171320265,1647.27614609302,0.266526361320856,,
1643.83895333391,1.48864467774904,1643.83895333391,0.265109150160888,,
1640.4017605748,1.49001873821829,1640.4017605748,0.263698312972302,,
1636.9645678157,1.49139386777967,1636.9645678157,0.262293845963229,,
1633.52737505659,1.49277003979503,1633.52737505659,0.260895745199586,,
1630.09018229748,1.49414722782071,1630.09018229748,0.259504006607746,,
1626.65298953838,1.49552540560854,1626.65298953838,0.258118625977377,,
1623.21579677927,1.49690454710695,1623.21579677927,0.256739598964238,,
1619.77860402017,1.4982846264606,1619.77860402017,0.255366921093203,,
1616.34141126106,1.4996656180137,1616.34141126106,0.254000587760654,,
1612.90421850195,1.50104749630907,1612.90421850195,0.252640594237579,,
1609.46702574284,1.50243023608891,1609.46702574284,0.251286935672362,,
1606.02983298374,1.50381381229738,1606.02983298374,0.249939607093256,,
1602.59264022463,1.50519820007967,1602.59264022463,0.248598603411424,,
1599.15544746553,1.50658337478397,1599.15544746553,0.247263919423486,,
1595.71825470642,1.50796931196128,1595.71825470642,0.24593554981441,,
1592.28106194731,1.50935598736758,1592.28106194731,0.244613489159993,,
1588.84386918821,1.51074337696269,1588.84386918821,0.243297731929866,,
1585.4066764291,1.51213145691287,1585.4066764291,0.241988272489886,,
1581.96948366999,1.51352020359047,1581.96948366999,0.240685105104982,,
1578.53229091089,1.51490959357518,1578.53229091089,0.23938822394173,,
1575.09509815178,1.51629960365415,1575.09509815178,0.238097623071092,,
1571.65790539267,1.51769021082326,1571.65790539267,0.236813296470956,,
1568.22071263357,1.51908139228732,1568.22071263357,0.235535238028838,,
1564.78351987446,1.52047312546105,1564.78351987446,0.234263441544437,,
1561.34632711535,1.52186538796922,1561.34632711535,0.232997900732306,,
1557.90913435625,1.52325815764852,1557.90913435625,0.231738609224256,,
1554.47194159714,1.52465141254663,1554.47194159714,0.23048556057215,,
1551.03474883804,1.52604513092324,1551.03474883804,0.229238748250412,,
1547.59755607893,1.52743929125215,1547.59755607893,0.227998165658332,,
1544.16036331982,1.5288338722195,1544.16036331982,0.226763806122973,,
1540.72317056072,1.53022885272562,1540.72317056072,0.225535662901479,,
1537.28597780161,1.5316242118859,1537.28597780161,0.224313729183556,,
1533.8487850425,1.53301992903077,1533.8487850425,0.223097998094051,,
1530.4115922834,1.53441598370647,1530.4115922834,0.221888462695401,,
1526.97439952429,1.53581235567511,1526.97439952429,0.220685115990181,,
1523.53720676518,1.53720902491636,1523.53720676518,0.219487950923396,,
