NKChart
X of n [Wavelength (nm)],n - n,X of k [Wavelength (nm)],k - k,X of nodes [Wavelength (nm)],nodes - k
1698.83403747961,1.49435724468232,1698.83403747961,0.256282254954999,,
1695.39684472051,1.49567878329626,1695.39684472051,0.254856332510946,,
1691.9596519614,1.49700141157703,1691.9596519614,0.253436305268867,,
1688.52245920229,1.49832510401027,1688.52245920229,0.252022169427451,,
1685.08526644319,1.49964983524465,1685.08526644319,0.250613921041443,,
1681.64807368408,1.5009755800922,1681.64807368408,0.249211556024066,,
1678.21088092498,1.50230231353027,1678.21088092498,0.247815070149171,,
1674.77368816587,1.50363001070158,1674.77368816587,0.246424459053677,,
1671.33649540676,1.50495864691555,1671.33649540676,0.245039718239795,,
1667.89930264766,1.50628819764881,1667.89930264766,0.243660843077375,,
1664.46210988855,1.50761863854603,1664.46210988855,0.242287828806167,,
1661.02491712944,1.50894994542116,1661.02491712944,0.240920670538027,,
1657.58772437034,1.51028209425801,1657.58772437034,0.239559363259205,,
1654.15053161123,1.51161506121026,1654.15053161123,0.238203901832696,,
1650.71333885212,1.51294882260365,1650.71333885212,0.236854281000258,,
1647.27614609302,1.51428335493503,1647.27614609302,0.23551049538488,,
1643.83895333391,1.51561863487454,1643.83895333391,0.234172539492773,,
1640.4017605748,1.51695463926504,1640.4017605748,0.232840407715744,,
1636.9645678157,1.518291345124,1636.9645678157,0.231514094333213,,
1633.52737505659,1.51962872964302,1633.52737505659,0.230193593514542,,
1630.09018229748,1.52096677018913,1630.09018229748,0.228878899321092,,
1626.65298953838,1.5223054443049,1626.65298953838,0.227570005708463,,
1623.21579677927,1.52364472970972,1623.21579677927,0.226266906528506,,
1619.77860402017,1.52498460430006,1619.77860402017,0.224969595531504,,
1616.34141126106,1.52632504614935,1616.34141126106,0.223678066368386,,
1612.90421850195,1.52766603350964,1612.90421850195,0.22239231259265,,
1609.46702574284,1.52900754481144,1609.46702574284,0.221112327662559,,
1606.02983298374,1.53034955866431,1606.02983298374,0.219838104943193,,
1602.59264022463,1.53169205385798,1602.59264022463,0.218569637708426,,
1599.15544746553,1.53303500936173,1599.15544746553,0.217306919143125,,
1595.71825470642,1.53437840432588,1595.71825470642,0.216049942345045,,
1592.28106194731,1.53572221808216,1592.28106194731,0.214798700326857,,
1588.84386918821,1.53706643014337,1588.84386918821,0.213553186018269,,
1585.4066764291,1.53841102020466,1585.4066764291,0.212313392267899,,
1581.96948366999,1.53975596814374,1581.96948366999,0.211079311845296,,
